C 语言进阶准备 - 提高您的 C 水平,免费,翁嘉颀,Openfind 资深副总经理，台湾大学资讯工程系毕业，纽约州立大学硕士,"从 12 岁开始坐在电脑前面，18 岁开始编程，至今超过 26 年，用过语言超过 30 种。熟悉搜索引擎，邮件系统，邮件安全，个等级工程师培训，Solid programming。Openfind 资深副总经理，台湾大学资讯工程系毕业，纽约州立大学硕士。从 12 岁开始坐在电脑前面，18岁开始编程，至今编程超过 26 年，用过超过 30 种语言。专长为搜索引擎，邮件安全，邮件系统，Algorithm, AI, Programming language, 以及各种工程师训练将近 20 年。",,No category path,/files/course/2014/12-08/152740c90349892514.png?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(6人),734人,课程背景 C 目前仍然是使用率最高的几种语言之一，但是大部分人听到 memory，pointer，character array 就望而却步，这里面充满了各种陷阱，往往一部小心就发生 segmentation fault / memory access violation。但是 C 做为效能最高的几种语言之一，在很多情况下却又不可避免。熟悉 C 的 pointer / character string / memory 操作，可让工程师灵活运用 C 语言的特性。公开课将从进阶课程中选定大家比较容易犯错的部分来做说明。,no outline,http://www.osforce.cn/course/277,instruction,collected_count,purchased_count
应用性能管理的过去现在和未来,¥ 59.00,何晓阳,北京蓝海讯通科技有限公司CEO,本期嘉宾：何晓阳 北京蓝海讯通科技有限公司CEO 长期在传统企业和互联网企业从事系统运维和监控工作，对APM理论及实践有深入理解,,No category path,/files/course/2014/03-19/210240030074190533.png?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),127人,课程背景 随着移动互联、云计算、大数据、敏捷、DevOps等概念的不断涌现，IT运维变得越来越复杂，应用程序的性能管理逐渐成为IT运维的核心。 但是与此同时，应用的边界越来越模糊，很多应用都运行在复杂的分布式环境下，很多因素都可能会应用的性能造成影响。这些影响基本上无法预知，而且难以在开发测试环境中模拟。 应用性能管理和监控是对生产环境下应用全面的监控，通过应用性能监控，可以监控和感知每一个真实用户的使用体验，可以进行代码级的应用可视化，可以在问题影响到最终用户之前发现并解决。 APM以及成为IT运维的核心，而且，在不久的未来，APM将会是大数据的最重要的组成部分。,课程大纲 a.应用性能管理的历史 b .应用性能管理相关概念 c.APM五维模型和主流产品分析 d.应用性能管理在国内的发现 e.应用性能管理未来发展趋势,http://www.osforce.cn/course/90,instruction,collected_count,purchased_count
Nutch:从搜索引擎到网络爬虫,¥ 59.00,杨尚川,系统架构设计师，系统分析师，2013年度优秀开源项目APDPlat发起人，资深Nutch搜索引擎专家,本期嘉宾：杨尚川 系统架构设计师，系统分析师，2013年度优秀开源项目APDPlat发起人，资深Nutch搜索引擎专家 多年专业的软件研发经验，从事过管理信息系统(MIS)开发、移动智能终端(Win CE、Android、Java ME)开发、搜索引擎(nutch、lucene、solr、elasticsearch)开发、大数据分析处理(Hadoop、Hbase、Pig、Hive)等工作。,,No category path,/files/course/2014/01-10/12131178127e671216.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),544人,课程背景 Nutch诞生于2002年8月，是Apache旗下的一个用Java实现的开源搜索引擎项目，自Nutch1.2版本之后，Nutch已经从搜索引擎演化为网络爬虫，接着Nutch进一步演化为两大分支版本：1.X和2.X，最大的区别在于2.X对底层的数据存储进行了抽象以支持各种底层存储技术。在Nutch的进化过程中，产生了Hadoop、Tika和Gora三个Java开源项目。如今这三个项目都发展迅速，极其火爆，尤其是Hadoop，其已成为大规模数据处理的事实上的标准。Tika使用多种现有的开源内容解析项目来实现从多种格式的文件中提取元数据和结构化文本，Gora支持把大数据持久化到多种存储实现。,课程大纲 1、Nutch是什么? Nutch是Apache旗下的Java开源项目，最初是一个搜索引擎，现在是一个网络爬虫。 2、Nutch的设计初衷? 商业搜索引擎不开源，搜索结果不纯粹是根据网页本身的价值进行排序，而是有众多商业利益考虑。Nutch提供了开源的解决方案，帮助人们很容易地建立一个搜索引擎，为用户提供优质的搜索结果，并能从一台机器扩展到成百上千台。 3、为什么要学习Nutch？ 搜索技术是信息时代的必备技术之一，没有搜索功能的软件是无法想象的，而搜索引擎是搜索技术的集大成者。通过Nutch的学习，可以对百度、谷歌这样的搜索巨头的内部机制有所了解，并能根据自己的需要打造适合自己的搜索引擎，当然，也可以把搜索技术应用到几乎所有的软件开发中 4、Nutch的设计目标 ? (1) 每个月抓取几十亿网页 (2)为这些网页维护一个索引 (3)对索引文件执行每秒上千次的搜索 (4)提供高质量的搜索结果 (5)以最小的成本运作 5、Nutch的发展历程？ (1)11年发展历程，3大分支版本 (2)强调重用，诞生了Java开源项目Hadoop、Tika、Gora (3)不重新发明轮子，使用了大量第三方开源项目 6、Nutch的整体架构？ (1)插件机制、数据抓取、数据解析、链接分析、建立索引、分布式搜索等。 (2)对于一个搜索引擎来说，最终可能由成百上千台服务器组成，然而，初创公司最初可能只有几台机器作为尝试，随着公司的发展逐步增加机器，因此，线性可扩展的分布式存储与分布式计算是至关重要的。 (3)Nutch参考了Google的两篇论文：MapReduce计算模型以及GFS存储模型，并做了实现，后来把这两大部分剥离出来形成独立的开源项目Hadoop。由此可知，Hadoop诞生于Nutch，核心由分布式计算和分布式存储组成，是MapReduce和GFS的JAVA开源实现。 (4)Nutch使用HDFS作为存储实现一直持续了很多年，然而使用HDFS有许多限制，后来考虑对存储层进行抽象，剥离并形成了新的开源项目Gora，以支持多种存储技术，包括RDBMS和NoSQL。 (5)对于搜索引擎来说，需要抓取各种各样的文件，解析这些不同格式的文件是一个难题，为了简化设计，也为了重用，于是诞生了Tika，一个专为内容分析而诞生的工具箱。 7、Nutch 3大分支版本？ (1) Nutch1.2是一个完整的搜索引擎 (2)Nutch1.7是一个基于HDFS的网络爬虫 (3)Nutch2.2.1是一个基于Gora的网络爬虫 (4)1.X系列可用于生产环境、2.X系列还不成熟 8、Nutch的应用领域？ 站内搜索引擎、全网搜索引擎、垂直搜索引擎、数据采集 9、nutch的使用？ 一些具体的实践方法及演示,http://www.osforce.cn/course/93,instruction,collected_count,purchased_count
创建你的第一个HTML5页面,¥ 59.00,陈锡伟,项目经理,有超过8年的软件行业的从业经历，在软件开发、系统分析、架构设计和项目管理等方面拥有丰富经验；6年的教学管理经验，讲课幽默风趣，能够将企业中相关的知识应用及开发方法融入教学之中，提高学员适应企业工作的能力。,,No category path,/files/course/2015/02-04/1338146b3c0f631949.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),277人,课程背景 HTML5是近十年来Web标准最巨大的飞跃，和以前的版本不同， HTML5并非仅仅用来表示Web内容，它的使命是将Web带入一个 成熟的应用平台，在这个平台上，视频，音频，图象，动画， 以及同电脑的交互都被标准化； 通过本次课的学习让你了解 制作一个标准的Web页面的具体步骤，同时了解开发Web页面 所涉及的相关技术。,课程大纲 1. 什么是HTML？ 2. 开发网站所需要的环境 3. 创建第一个HTML5页面 4. HTML5页面基本结构 5. 验证页面是否满足HTML5规范？,http://www.osforce.cn/course/315,instruction,collected_count,purchased_count
LVS在大规模网络环境下的应用,¥ 59.00,吴佳明_普空,,本期嘉宾：吴佳明（花名：普空） 淘宝核心技术部专家，中国LVS技术二把手，首次现身开源力量公开演讲，第一把手是LVS创立者，现任淘宝高级副总裁的章文嵩博士。 一直从事系统网络相关技术研发，包括 IDC网络、内核TCP/IP协议、4/7层负载均衡、CDN、DDOS攻击防御 和 无线加速 等 2007.4~2011.5 就职于 百度，资深系统工程师，完成 百度网络4层统一接入和接出； 2011.5~至今 就职于 淘宝，高技术专家，从事 LVS /无线加速 等网络技术研发,,No category path,/files/course/2014/06-04/100429d780b0651877.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(2人),802人,课程背景 LVS是一个开源的软件，由毕业于国防科技大学的章文嵩博士于1998年5月创立，可以实现LINUX平台下的负载均衡。 LVS是Linux Virtual Server的缩写，意思是Linux虚拟服务器。开源网址www.linuxvirtualserver.org； LVS当前已经是linux内核的标准模块，被业界互联网公司广泛应用；现在LVS已经是 Linux标准内核的一部分，在Linux2.4内核以前，使用LVS时必须要重新编译内核以支持LVS功能模块，但是从Linux2.4内核以后，已经完全内置了LVS的各个功能模块，无需给内核打任何补丁，可以直接使用LVS提供的各种功能。 但随着淘宝网业务发展，网络规模变大，标准的LVS已经在功能和性能上都无法满足需求； 因此，淘宝对其进行了改进，新增了FULLNAT转发模式和SYNPROXY攻击防御模块，并在性能上做了大量优化； 改进版本开源网址：https://github.com/alibaba/LVS；,课程大纲 1. LVS-简介和问题 2. LVS新功能-fullnat&synproxy 3. LVS性能优化-cluster 4. LVS性能优化-IPVS改进 5. LVS性能优化-系统改进 6. LVS技术展望,http://www.osforce.cn/course/193,instruction,collected_count,purchased_count
Linux LVS 集群环境的企业应用,¥ 59.00,宁方明,信息产业部高级培训讲师,本期嘉宾：宁方明 信息产业部高级培训讲师 工业和信息化部信息系统项目管理师，Red Hat Certified Architect 红帽认证架构师，Red Hat Certified Engineer红帽认证工程师，Cisco Certified Network Professional——思科认证网络高级工程师，Cisco Certified Network Associate思科认证网络工程师，Microsoft Certified Systems Engineer微软认证系统工程师，Microsoft Certified Database Administrator ，微软认证数据库管理员,,No category path,/files/course/2014/09-29/160742ebeb09309432.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),419人,课程背景 LVS是一个开源的软件，由毕业于国防科技大学的章文嵩博士于1998年5月创立，可以实现LINUX平台下的负载均衡； LVS是Linux Virtual Server的缩写，意思是Linux虚拟服务器。开源网址www.linuxvirtualserver. LVS当前已经是linux内核的标准模块，被业界互联网公司广泛应用；现在LVS已经是 Linux标准内核的一部分，在Linux2.4内核以前，使用LVS时必须要重新编译内核以支持LVS功能模块，但是从Linux2.4内核以后，已经完全内置了LVS的各个功能模块，无需给内核打任何补丁，可以直接使用LVS提供的各种功能。,课程大纲 1.LVS介绍 2.网站负载均衡拓朴图 3.基本网络配置 4.安装LVS软件包 5.配置LVS 6.利用LVS实现负载均衡和和高可用性 7.配置WEB端 8.启动服务 9.测试,http://www.osforce.cn/course/222,instruction,collected_count,purchased_count
从机制与策略探究Linux内核设计之道,免费,陈莉君,西安邮电大学教授,本期嘉宾：陈莉君 西安邮电学院教授 十多年来致力于推动Linux在中国的发展，深入研究Linux内核相关理论以及技术，积极跟踪Liunx 内核发展动向，针对Linux内核版本的不断演化，连续编写和翻译了有关专著、译著及教材多部。 专著《Linux操作系统内核分析》曾被指定为中科院考博参考书；所翻译的《深入理解Linux源代码》和《Linux内核设计与实现》是Linux开发者的必读书；,,No category path,/files/course/2014/06-16/175735f43fd3733881.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(1人),1961人,课程背景 Linux内核历经20年发展，其版本变化800多次，代码量和复杂性呈几何增长，世界各地大牛的智慧贡献于此，应用场景日益广泛。在错综复杂的Linux内核设计中，最根本的设计思想是什么？这种思想如何在操作系统的整体设计和各子系统设计中得以体现？本报告从机制和策略分离入手，探究操作系统设计之渊源，并以相关源码为实例，分析操作系统整体结构、文件系统、进程管理以及Linux内核安全框架中机制与策略之灵活应用。在此基础上，以目前流行的手机操作系统Android及虚拟机Xen为场景，说明其核心代码设计中如何体现这一设计思想。,课程大纲 1. Linux内核版本的演变规律 2. 内核演变引发的思考 3. Unix/Linux设计理念 4. Linux内核的体系结构 5. 系统调用机制 6. 模块机制 7. VFS机制 8. 内存管理机制 9. OS的本质 10. Linux内核安全框架（LSM） 11. Android的设计意图以及空间的演变 12. Xen体系结构以及分离驱动模型,http://www.osforce.cn/course/158,instruction,collected_count,purchased_count
思科网络助理工程师 CCNA ​​培训,¥ 599.00,董老师,,本期嘉宾：董老师,,No category path,/files/course/2014/10-10/163506a0991a235822.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(3人),100人,课程背景 学员将学习如何在局域网和广域网（LAN和WAN）的多协议网络中安装和配置思科交换机和路由器，提供一级故障排除服务并改善网络的性能和安全性。此外，本课程还提供了关于正确应用网络软件工具和保养、维护硬件设备相关培训。,课程大纲 本课程CCNA包括以下内容： 1、网络基础介绍，OSI参考模型的整体介绍、及各层的功能概述 2、应用层作用及常见应用层协议 3、传输层作用精讲，分段作用了解 4、传输层tcp及udp区别介绍 5、传输层回顾及网络层的功能描述 6、网络层、IP头部信息介绍及数据链路层介绍 7、IPv4地址结构及使用方式精讲 8、网络地址划分VLSM介绍 9、物理层知识点的具体讲解 10、pc之间通信过程-arp的作用 11、pc之间通信过程-交换机的工作方式 12、pc之间通信过程-路由器工作方式和dhcp 13、pc之间通信过程-路由器的工作方式详细描述 14、路由器路由表的作用，及静态路由基础 15、静态聚合路由及静态缺省路由 16、静态精确聚合路由及设备基本命令和telnet使用 17、动态路由协议的讲解和分类 18、动态路由协议参数介绍，及RIP协议基础 19、RIP协议的应用及RIP环路的介绍 20、EIGRP协议基础及配置 21、EIGRP协议的精讲 22、EIGRP协议三张表的精讲 23、OSPF协议基础及配置 24、OSPF协议DR选举及三种路由协议的比较 25、ACL访问控制列表的作用及标准和扩展ACL的使用 26、ACL的扩展，NAT的简单介绍 27、动态NAT、静态NAT及PAT的详细介绍 28、IPv6基础、地址格式等介绍 29、vlan的作用及使用，单臂路由的介绍 30、vtp协议的使用场景及方法 31、stp协议的作用及工作方法 32、stp介绍及端口安全的使用,http://www.osforce.cn/course/244,instruction,collected_count,purchased_count
SDN深入浅出,¥ 59.00,张卫峰,数据通信和芯片设计领域资深专家,本期嘉宾：张卫峰 盛科网络软件总监 《深度解析SDN—利益、战略、技术、实践》一书作者。数据通信和芯片设计领域资深专家，有十几年的网络实践经验，对SDN、传统二三层交换机、数据传输设备（PTN和IPRAN），从管理面到协议控制面一直到芯片转发面，都有着深刻的理解。,,No category path,/files/course/2014/04-11/1842284756da112645.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),519人,课程背景 SDN是当前的热点技术，但是由于SDN技术相对还比较新，而且本身内涵并不清晰，所以极容易产生误解，不仅初学者不太容易把握，即便是已经接触过一段时间的人，也仍然会造成混淆。本课程深入浅出地介绍SDN的概念本质，SDN架构，产生原因，发展历史，SDN对产业的影响和发展趋势预测。还会介绍一些实际案例，特别是SDN在云计算中的应用。,课程大纲 1. SDN：What？Why？How？ 2. SDN在云计算中的应用 3. SDN对产业格局的影响,http://www.osforce.cn/course/145,instruction,collected_count,purchased_count
Linux PB级分布式文件系统 CEPH 探秘,免费,张国华,红帽系统架构师,本期嘉宾：张国华 红帽资深系统架构师。 具有丰富的企业开源解决方案建设经验，在可靠企业运行环境和开放的基础架构建设方面 有着较深的理解，专注于金融行业和大型企业。近年来，主要研究企业自动化运维体系的规划和建设。,,No category path,/files/course/2014/11-26/1337244b16b6246548.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(2人),456人,no desc,课程大纲 1. CEPH的由来 2. CEPH的架构 3. CEPH的存储算法简介 4. CEPH的部署和展示,http://www.osforce.cn/course/271,instruction,collected_count,purchased_count
RedHat 中国红帽开发者社区,免费,红帽,世界领先的为企业提供开源IT产品和服务的供应商。,红帽是一家世界领先的为企业提供开源IT产品和服务的供应商。红帽站在企业IT开源软件开发的最前沿，面向商用市场推出包括云计算、中间件、操作系统、存储、虚拟化等5大主要技术领域的产品和服务组合。全世界的CIO和IT部门依靠红帽来提供符合其业务需求的解决方案，并通过红帽带来技术领先、性能、安全性以及无人可及的价值。红帽是纽交所上市企业标准普尔500指数公司。在全球有70多家开发和销售办事处。,,No category path,/files/course/2015/01-26/1739197c51c1487635.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(3人),94人,课程背景 使您的企业现代化 构建下一代IT的安全、支持的技术 我们的开源技术组合聚焦五大主要产品线：Linux平台、JBoss中间件、虚拟化、云和存储。红帽凭借屡获殊荣的服务，与客户紧密协作，以更快的速度和更少的成本，满足客户的业务需求。 红帽企业Linux 世界领先的开源操作系统提供了功能丰富、安全、高性能、具有广泛的认证生态系统的平台。红帽企业Linux可在物理和虚拟环境，或公共、私有和混合云中部署. 了解更多 红帽JBoss中间件 全面的中间件解决方案组合可帮助客户优化其业务流程。包括应用程序服务器、SOA、BRMS、ESB、门户及配套技术。 了解更多 红帽企业级Linux OpenStack平台 为您的企业提供最理想的平台打造私有云，服务供应商也可用于建立公有云。 了解更多 服务与支持 支持 红帽支持合作伙伴与您的组织合作以帮助您取得成功并确保您充分利用您的企业解决方案。 了解支持 红帽培训 通过我们亲身实践且基于角色的培训改进您的技能或团队技能，此培训适用于 IT 专业人员和开发人员。 了解培训 红帽认证 红帽认证专业人士已久经考验。 了解认证 红帽咨询 红帽咨询可帮助您简化您的环境，使其变得更加精简和灵活，从而让您为企业创造更多价值。 了解咨询,no outline,http://www.osforce.cn/course/272,instruction,collected_count,purchased_count
Linux 操作系统基础入门,免费,马哥linux运维,创始人马哥，计算机安全专业硕士，Linux核心专家、51CTO专家博主,"创始人马哥，计算机安全专业硕士，Linux核心专家、51CTO专家博主。多年Linux及数据库实战和教学经验，擅长讲授Linux运维、企业级运维自动化、系统架构和优化、hadoop海量数据、IaaS云技术等相关的课程，马哥Linux系列培训视频一直被网友们称为业内最专业的Linux培训视频，其授课方式生动形象，马哥可以把复杂抽象的大问题化解成具体形象的案例，马哥在Linux界跟JAVA界马士兵称之为培训界的""马氏双雄""。Linux业界一直有着赞誉""马哥出品必是精品""之说。 QQ：813150558、1661815153",,No category path,/files/course/2014/11-25/124147bf07bb064924.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(2人),326人,no desc,no outline,http://www.osforce.cn/course/266,instruction,collected_count,purchased_count
红帽企业Linux7揭秘,免费,张国华,红帽系统架构师,本期嘉宾：张国华 红帽系统架构师 具有丰富的企业开源解决方案建设经验，在可靠企业运行环境和开放的基础架构建设方面有着较深的理解，专注于金融行业和大型企业。近年来，主要研究企业自动化运维体系的规划和建设。,,No category path,/files/course/2014/06-25/0956171effa6012577.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),547人,课程背景 世界领先的开源解决方案供应商红帽公司，即将于6月10日全球发布最新的红帽企业 Linux 7 (RHEL7)，这是红帽公司旗舰平台产品3年来最新的大版本发布。 RHEL 7不仅为开放混合云奠定了基础；而且推动了操作系统超越今天作为普通平台的定位。RHEL7被构建用于满足现代数据中心的需求以及下一代IT的需求，从应用容器到云服务，RHRL7都可以提供支持动力。自从10多年前问世以来，红帽企业Linux已经变成世界领先的企业Linux平台，它定义了效能、容量、和安全的产业标准。今天红帽企业Linux在企业数据中心以及云领域都是一个主导力量。超过90%的2013财富500强的公司及组织都依赖红帽的企业Linux.,课程大纲 1.RHEL7新特性及对企业用户的价值详解 2.集中管理 3.更高的服务质量 4.易操作 5.大系统支持 6.混合环境整合 7.云OS 8.利用OpenLMI实现集中系统管理 9.利用Systemd部署一个具有资源配额控制的自定义后台服务,http://www.osforce.cn/course/198,instruction,collected_count,purchased_count
为什么比特币技术上是靠谱的,¥ 59.00,潘志彪,比特基金首席技术顾问,本期嘉宾：潘志彪 比特基金首席技术顾问 比特币技术爱好者，现任比特基金(Bitfund.pe)首席技术顾问，曾任当当网大数据技术经理、百度流式计算高级工程师等职位。对Web开发、个性化推荐算法与引擎、大数据处理、流式计算、反作弊算法等均有研究。,,No category path,/files/course/2014/01-03/113154aba67b627810.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(2人),446人,课程背景 比特币(Bitcoin)是一种由开源软件，P2P架构创建的电子货币。由于最近价格飞速上涨，并引起国内外政府、媒体、法律界、金融界等高度关注。本课程向大家介绍了比特币基础原理，神秘与神奇之处，以及为何它的生命力是如此强大！,课程大纲 1， 比特币是什么 2，原理剖析 3，不是问题的问题 4，未来趋势,http://www.osforce.cn/course/86,instruction,collected_count,purchased_count
OpenStack HA方案的选择及排错技巧,¥ 59.00,罗勇,,本期嘉宾：罗勇(@WARROR_罗勇) 开源软件爱好者 目前任职某知名世界500强电信公司，从事云计算相关产品研发工作，多年云计算IaaS、PaaS、SaaS相关产品开发运维经验，尤其擅长基于IaaS的持续交付系统设计与开发，目前所在团队管理着日部署上万个Instance的OpenStack集群，支持每天上百次产品部署发布，对开源云平台OpenStack开发和运维都有较深入的研究。,,No category path,/files/course/2014/08-28/2316182245b5410539.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),181人,课程背景 持续集成（CI）可以说是软件开发领域的一个老话题，如何利用有限的资源实现高效的持续集成系统，辅助日常开发和测试一直是一个永恒的话题。在云计算时代，这个话题的内涵和外延发生着一些有趣变化，众所周知云计算的弹性计算、按需付费、高度自动化给软件开发和运维带了便捷，持续集成的实施过程涉及到软件开发的整个生命周期，如何能快速、可靠地构建，部署，测试每次发生变更的代码，这是衡量持续集成系统优劣的唯一标准。这次公开课将以某企业真实案例作为背景，讲解如何利用开源云计算框架（OpenStack）搭建企业私有云，实现硬件资源高度利用和增强部署灵活性，并最终提升持续集成服务能力。通过这次公开课的分享，希望对正在实施或者将要实施持续集成的听众带来启发和帮助。,课程大纲 1、各组件HA方案 本次课将从系统高可用（HA）基本概念谈起，先介绍高可用都需要看那些指标以及如何权衡可靠性和成本之间的关系。并讲解无状态型服务（Stateless service） 和有状态型服务（Stateful services）的应用特点，以及实现高可用都有那些常用方法。针对OpenStack 各个组件服务特性，分析其服务特点实现高可用都有那些方法，比较这些方法的优劣，给出一个推荐的HA方案。在课程中还会谈到新版本icehouse 中Neutron部分HA最新进展及实现原理相关内容。 2、日志分析与排错技巧 众所周知OpenStack是一个相当复杂的分布式系统，在安装、部署、运维过程后，难免会遇到这样那样的问题。如何分析错误找到问题根源，并有效解决，保证系统稳定高效运行，这一直是OpenStack运维过程中的难题，本次课将向大家讲解在理解OpenStack系统架构和原理的基础上，如何查看OpenStack各个组件log 并层层递进，逐步排查的方法，找到问题发生的源头，并对其进行有效解决。课中还涵盖了许多开发、运维中遇到的诸多问题，并都给出了相应分析过程，希望能给新手提供参考意义。 3、性能瓶颈 主要探讨OpenStack 在平台性能瓶颈和虚拟机性能两个方面遇到的瓶颈问题，系统方面的瓶颈主要介绍在消息服务，数据库以及OpenStack自有组件在性能方面面临的问题；虚拟机性能瓶颈方面，会谈到不同hypervisor 在性能方面的表现的差别，并讲解如何选择hypervisor，兼顾到稳定性的条件下避免遇到瓶颈，满足在私有云方面的的需求。 4、性能调优 先结合OpenStack实际遇到瓶颈案例，讲解如何一步一步优化配置实现OpenStack平台性能调优。在使用KVM作为hypervisor基础上，结合案例介绍都有哪些方法实现kvm性能调优，此外，还会讲解一些实用的在HOST OS上有哪些方法可以提高整体系统性能的方法。,http://www.osforce.cn/course/220,instruction,collected_count,purchased_count
Security Programming,¥ 9.00,翁嘉颀,Openfind 资深副总经理，台湾大学资讯工程系毕业，纽约州立大学硕士,"从 12 岁开始坐在电脑前面，18 岁开始编程，至今超过 26 年，用过语言超过 30 种。熟悉搜索引擎，邮件系统，邮件安全，个等级工程师培训，Solid programming。Openfind 资深副总经理，台湾大学资讯工程系毕业，纽约州立大学硕士。从 12 岁开始坐在电脑前面，18岁开始编程，至今编程超过 26 年，用过超过 30 种语言。专长为搜索引擎，邮件安全，邮件系统，Algorithm, AI, Programming language, 以及各种工程师训练将近 20 年。",,No category path,/files/course/2015/03-18/195350e447cf522012.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),70人,课程背景 在网路越来越盛行的今天，第三方支付，网上银行，各种网路购物/讨论区林立。到了一个陌生的网站，到底有多高的风险？ 世界上没有安全这回事情，只有好破解跟难破解的差别。 一个网站或软件的安全程度，是看这整个系统最薄弱的地方，一旦最薄弱的地方被攻破，其它地方再安全也没用。 设计一个软件，设计一个网站，该怎么才能有最基本的防护能力？,"课程大纲 Buffer overflow 造成的危害 最小权限设计概念 加密解密方式 如何储存秘密 (例如 password) Canonical 的设计概念 DoS 攻击 / DDoS 攻击 一些透过 Web 的攻击 - SQL Injection, Command Injection, C ross-site Scripting(XSS), CSRF 最基本的防御观念",http://www.osforce.cn/course/327,instruction,collected_count,purchased_count
App生命周期四段轮,免费,Gaosboy,天猫iOS开发者,2010年接触iOS开发，先后经历过多款App从无到有，从小到大的成长过程。 目前就职于天猫无线基础业务团队。,,No category path,/files/course/2015/03-20/133558e0de77644105.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),162人,课程背景 任何一个App都会经历从小到大的过程，经历几个必须经历的阶段，区别在于有些App迅速长大，而有些则还没来得及长大就转型，或者干脆停止维护了。不同阶段关注的重点不同，所以对各个要素的取舍也就会有所区别。,课程大纲 开发者或开发团队在开发过程中经常需要衡量和取舍的五大要素。 开发效率 开发成本 产品功能 精细度 稳定性 App从小到大经历几个必须经历的阶段 Demo Beta 1.0 2.0 Large Export,http://www.osforce.cn/course/329,instruction,collected_count,purchased_count
全站个人VIP（一年） 报名入口,¥ 1490.00,admin,开源力量网站站长,开源力量网站站长，edusoho开源软件开发者。,,No category path,/files/course/2015/02-27/16111319913a253380.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-0,(0人),540人,no desc,no outline,http://www.osforce.cn/course/322,instruction,collected_count,purchased_count
漫谈云上架构和运维的艺术,免费,邵海杨,又拍云技术总监/研发总监,本期嘉宾：邵海杨 又拍云技术总监/研发总监 又拍云联合创始人，来自杭州Linux用户组，资深系统运维架构师，业余撰稿人，致力于开源软件及前沿科技的研究和探索。精通系统及网络管理，定制嵌入式系统，安全防御及CDN加速，互联网高性能网络及架构设计、NoSQL先行者、分布式文件系统Ceph、虚拟化及OpenStack云平台的研究等新技术，喜交流，活跃于社区，积极投身于开源活动的组织和传播。,,No category path,/files/course/2014/10-15/083837d57347787850.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(2人),822人,no desc,课程大纲 1. 探讨云时代下的架构设计及运维挑战； 2. 运维人员的团队协作和架构师成长修炼； 3. 面对DevOps和云的挑战，运维工程师如何成长； 4. 怎样实现自动化运维，化被动为主动。,http://www.osforce.cn/course/251,instruction,collected_count,purchased_count
跟我一起玩转OpenStack,¥ 59.00,陈沙克,,本期嘉宾：陈沙克 开源爱好者 从2010年到现在，一直在IDC行业里从事云计算相关工作，关注，测试和使用和推广Openstack。,,No category path,/files/course/2013/12-06/19045575bc8a634858.jpg?osf_v5.1.7,No video length,No start date,No end date,No expire date,no 3rd platform,no teacher rating,school URL,school Name,type,stars-5,(4人),1490人,课程背景 Openstack从2010年从2个项目，发展到今天已经超过10个项目，还有一堆的孵化项目，Openstack也变得越来越复杂。通过Openstack的发展和历史介绍，让大家对项目的整体有个认识。,课程大纲 Openstack历史 Openstack现状和未来 Openstack发行版介绍 hypervisor介绍 HA：控制节点的HA和虚拟机HA实现 存储：虚拟机和镜像存储 网络 监控 配置管理 运维工具云化 统一监控 统一日志,http://www.osforce.cn/course/75,instruction,collected_count,purchased_count
