2015年3月二级MS Office高级应用	0.00	新支点教育		学校信用： 学生满意度：99.90% 学生数：1806 课程数：4 收藏数：31 建校日期：2014-06-14 校长：王老师	No category path	http://web.img.chuanke.com/course/2015-01/16/8c52f46687aadfb5fc19bc4d2f9e7b7f.jpg	No video length	No start date	2015年3月21日	No video length	100课时	15天	no 3rd platform	http://www.chuanke.com/s1683712.html	新支点教育	no type	99.81%	1037	1140	no desc	no outline	http://www.chuanke.com/1683712-125759.html	instruction	1140	
如何写第一个Linux内核模块	2.00	英本教育		学校信用： 学生满意度：96.67% 学生数：143 课程数：13 收藏数：8 建校日期：2014-02-16 校长：443575921	No category path	http://web.img.chuanke.com/course/2014-10/20/bd5d4deba192bf2e41e0c9dff69040dc.jpg	No video length	No start date	2017年10月20日	No video length	2课时	15天	no 3rd platform	http://www.chuanke.com/s1280869.html	英本教育	no type	0%	0	0	no desc	no outline	http://www.chuanke.com/1280869-114580.html	instruction	0	
linux内核态（用户态）进程描述	2.00	英本教育		学校信用： 学生满意度：96.67% 学生数：143 课程数：13 收藏数：8 建校日期：2014-02-16 校长：443575921	No category path	http://web.img.chuanke.com/course/2014-10/20/14e18ffd67cf5572c1ce0f52c44845ce.jpg	No video length	No start date	2017年10月20日	No video length	2课时	15天	no 3rd platform	http://www.chuanke.com/s1280869.html	英本教育	no type	0%	0	0	no desc	no outline	http://www.chuanke.com/1280869-114587.html	instruction	0	
AI零基础进阶课程——雅儒老师主讲	160.00	零点教育		学校信用： 学生满意度：100.00% 学生数：211 课程数：10 收藏数：27 建校日期：2014-11-20 校长：刘泉老师	No category path	http://web.img.chuanke.com/course/2015-04/06/d32cfc7e8919fbc74690476506b9797a.jpg	No video length	No start date	2017年12月31日	No video length	26课时	15天	no 3rd platform	http://www.chuanke.com/s2354674.html	零点教育	no type	100%	17	65	no desc	no outline	http://www.chuanke.com/2354674-134030.html	instruction	65	
高等数学（二）	0.00	中国育才网		学校信用： 学生满意度：99.98% 学生数：1617 课程数：32 收藏数：38 建校日期：2013-04-02 校长：赵丹老师	No category path	http://web.img.chuanke.com/course/2013-06/07/a12a1b1b304970230c1b7cb3cfa8b394.jpg	No video length	No start date	2015年7月1日	No video length	22课时	15天	no 3rd platform	http://www.chuanke.com/s1032238.html	中国育才网	no type	99.78%	451	703	no desc	no outline	http://www.chuanke.com/1032238-76185.html	instruction	703	
linux系统介绍	1.00	英本教育		学校信用： 学生满意度：96.67% 学生数：143 课程数：13 收藏数：8 建校日期：2014-02-16 校长：443575921	No category path	http://web.img.chuanke.com/course/2014-10/20/99d9dca9f15350aa183dd22373b6b023.jpg	No video length	No start date	2017年10月20日	No video length	2课时	15天	no 3rd platform	http://www.chuanke.com/s1280869.html	英本教育	no type	0%	0	0	no desc	no outline	http://www.chuanke.com/1280869-114577.html	instruction	0	
excel入门，excel教程，excel函数，excel制表，五天学会excel	3.00	今拓课堂		学校信用： 学生满意度：100.00% 学生数：165 课程数：5 收藏数：7 建校日期：2013-07-27 校长：今拓课堂	No category path	http://web.img.chuanke.com/course/2015-03/25/3fd5ed29029de871e4a7d6b2a1bf628b.jpg	No video length	No start date	2018年3月28日	No video length	5课时	15天	no 3rd platform	http://www.chuanke.com/s1290381.html	今拓课堂	no type	0%	0	0	no desc	no outline	http://www.chuanke.com/1290381-132931.html	instruction	0	
【好友力荐】拯救你的新GRE写作之ISSUE	0.00	鸣动的宇宙留学工作室		学校信用： 学生满意度：100.00% 学生数：95 课程数：0 收藏数：0 建校日期：2014-05-10 校长：鸣动的宇宙	No category path	http://web.img.chuanke.com/course/2014-05/16/38c3a2281956d0a4d5cd7c973c0c00ce.jpg	No video length	No start date	2014年12月31日	No video length	9课时	15天	no 3rd platform	http://www.chuanke.com/s1789379.html	鸣动的宇宙留学工作室	no type	100%	20	83	no desc	no outline	http://www.chuanke.com/1789379-100920.html	instruction	83	
妈妈说话的智慧	80.00	馨逸心理咨询中心		学校信用： 学生满意度：99.78% 学生数：1729 课程数：8 收藏数：22 建校日期：2014-06-01 校长：￡月鸢の紫ξ	No category path	http://web.img.chuanke.com/course/2014-09/23/5a4faefcf0a2312943e02ce39dcaee43.jpg	No video length	No start date	2017年10月1日	No video length	8课时	15天	no 3rd platform	http://www.chuanke.com/s1676124.html	馨逸心理咨询中心	no type	100%	176	247	no desc	no outline	http://www.chuanke.com/1676124-112187.html	instruction	247	
Discuz!X建站教程—本地运行环境搭建	0.00	微软创想		学校信用： 学生满意度：99.00% 学生数：141 课程数：3 收藏数：7 建校日期：2013-09-02 校长：dreamtimelongyu	No category path	http://web.img.chuanke.com/course/2014-08/31/a574eafa13e5d4e84892b8c1478f6290.jpg	No video length	No start date	2015年8月31日	No video length	3课时	15天	no 3rd platform	http://www.chuanke.com/s1299472.html	微软创想	no type	0%	0	0	no desc	no outline	http://www.chuanke.com/1299472-110129.html	instruction	0	
室内设计师全能培训	800.00	艺尚室内设计培训学校		学校信用： 学生满意度：99.88% 学生数：673 课程数：7 收藏数：13 建校日期：2013-05-12 校长：室内设计高级讲师	No category path	http://web.img.chuanke.com/course/2013-09/18/bd27e4609011c50b9a4e0f3a9b5cef7c.jpg	No video length	No start date	2018年9月18日	No video length	250课时	15天	no 3rd platform	http://www.chuanke.com/s1365904.html	艺尚室内设计培训学校	no type	100%	1	1	no desc	no outline	http://www.chuanke.com/1365904-93063.html	instruction	1	
计算机等级考试二级C语言	0.00	21互联[度]		学校信用： 学生满意度：99.97% 学生数：89995 课程数：23 收藏数：246 建校日期：2014-08-28 校长：21互联	No category path	http://web.img.chuanke.com/dxt/./1409173593_66155.jpeg	No video length	No start date	2017年8月27日	No video length	248课时	15天	no 3rd platform	http://www.chuanke.com/s1826279.html	21互联[度]	no type	99.99%	7910	10267	no desc	no outline	http://www.chuanke.com/1826279-109299.html	instruction	10267	
淘宝天猫美工专才班精讲	3690.00	为课网校		学校信用： 学生满意度：99.91% 学生数：117988 课程数：134 收藏数：1252 建校日期：2012-11-05 校长：为课网校	No category path	http://web.img.chuanke.com/course/2014-09/02/91edccb6607046d6b5fd72956a6ee269.jpg	No video length	No start date	2016年9月2日	No video length	39课时	15天	no 3rd platform	http://www.chuanke.com/s1041791.html	为课网校	no type	100%	7	170	no desc	no outline	http://www.chuanke.com/1041791-110358.html	instruction	170	
全能UIUE设计——数字平面美术1	300.00	AAA数字艺术教育		学校信用： 学生满意度：100.00% 学生数：171 课程数：7 收藏数：6 建校日期：2014-09-29 校长：AAA数字艺术教育	No category path	http://web.img.chuanke.com/course/2014-12/12/527c2923cfb4a258dee0b562641bad55.jpg	No video length	No start date	2016年3月1日	No video length	9课时	15天	no 3rd platform	http://www.chuanke.com/s2086253.html	AAA数字艺术教育	no type	100%	1	5	no desc	no outline	http://www.chuanke.com/2086253-114006.html	instruction	5	
倪老师时装制版专业系列讲座	2888.00	LTBM羽绒服专修学校		学校信用： 学生满意度：98.95% 学生数：957 课程数：9 收藏数：6 建校日期：2013-04-10 校长：倪老师	No category path	http://web.img.chuanke.com/course/2013-06/06/ea03067f32abdfabdf38563e2abea9bd.jpg	No video length	No start date	2019年8月7日	No video length	42课时	15天	no 3rd platform	http://www.chuanke.com/s1204283.html	LTBM羽绒服专修学校	no type	100%	1	1	no desc	no outline	http://www.chuanke.com/1204283-76182.html	instruction	1	
2016届考研政治基础班	49.00	海文考研		学校信用： 学生满意度：99.92% 学生数：8640 课程数：44 收藏数：55 建校日期：2014-05-29 校长：万学海文考研	No category path	http://web.img.chuanke.com/course/2015-01/30/4df759a4a1f570672824ee53e78f6131.jpg	No video length	No start date	2015年12月31日	No video length	4课时	15天	no 3rd platform	http://www.chuanke.com/s1752112.html	海文考研	no type	100%	3	6	no desc	no outline	http://www.chuanke.com/1752112-123376.html	instruction	6	
非常零基础面向对象C++编程开发与设计模式——CG编程开发基础	850.00	翔艺影视动画技术学校		学校信用： 学生满意度：100.00% 学生数：136 课程数：3 收藏数：5 建校日期：2014-12-11 校长：翔艺影视动画技术	No category path	http://web.img.chuanke.com/course/2015-01/12/2c083cfd67e9405af95057300ad21e3c.jpg	No video length	No start date	2020年1月12日	No video length	80课时	15天	no 3rd platform	http://www.chuanke.com/s2310097.html	翔艺影视动画技术学校	no type	100%	5	5	no desc	no outline	http://www.chuanke.com/2310097-125250.html	instruction	5	
淘宝网店装修	200.00	传达教育		学校信用： 学生满意度：100.00% 学生数：334 课程数：7 收藏数：11 建校日期：2014-07-02 校长：MR.SU	No category path	http://web.img.chuanke.com/course/2014-07/15/6bda91ca98c6bbbfda3872160a9daf16.jpg	No video length	No start date	2015年7月15日	No video length	4课时	15天	no 3rd platform	http://www.chuanke.com/s1792743.html	传达教育	no type	100%	2	5	no desc	no outline	http://www.chuanke.com/1792743-103610.html	instruction	5	
EZ软件测试小讲堂公开课 Overall Introduction	0.00	EZ软件测试小讲堂		学校信用： 学生满意度：100.00% 学生数：501 课程数：1 收藏数：10 建校日期：2013-01-26 校长：www.EZSTC.com	No category path	http://web.img.chuanke.com/course/2015-04/07/648d36a61fb30aa8c2ffdaeb275d70c0.jpg	No video length	No start date	2023年6月30日	No video length	1课时	15天	no 3rd platform	http://www.chuanke.com/s1196211.html	EZ软件测试小讲堂	no type	100%	155	205	no desc	no outline	http://www.chuanke.com/1196211-87260.html	instruction	205	
托福保90争100听力 王秀娟 主讲	0.00	新航道网校		学校信用： 学生满意度：99.77% 学生数：5492 课程数：61 收藏数：93 建校日期：2013-02-05 校长：新航道网校	No category path	http://web.img.chuanke.com/course/2013-02/06/9780865e7dd00818adb6cae4b47cac94.jpg	No video length	No start date	2023年6月30日	No video length	1课时	15天	no 3rd platform	http://www.chuanke.com/s1129722.html	新航道网校	no type	99.58%	238	317	no desc	no outline	http://www.chuanke.com/1129722-85520.html	instruction	317	
2015室内全科（更新课程）	1000.00	宏烁设计教育		学校信用： 学生满意度：100.00% 学生数：280 课程数：13 收藏数：15 建校日期：2013-08-09 校长：非羽飞	No category path	http://web.img.chuanke.com/course/2015-03/06/657083189057693317e534abef3e60af.jpg	No video length	No start date	2018年8月30日	No video length	15课时	15天	no 3rd platform	http://www.chuanke.com/s1350776.html	宏烁设计教育	no type	0%	0	9	no desc	no outline	http://www.chuanke.com/1350776-105544.html	instruction	9	
web前端培训 --------视频 js教程 火星人教育 全集	300.00	火星人教育[度]		学校信用： 学生满意度：99.97% 学生数：35712 课程数：96 收藏数：124 建校日期：2014-08-28 校长：火星人教育	No category path	http://web.img.chuanke.com/course/2015-04/14/6b6effcccf24464a8468489f3fa3a05e.jpg	No video length	No start date	2019年12月31日	No video length	200课时	15天	no 3rd platform	http://www.chuanke.com/s1827213.html	火星人教育[度]	no type	0%	0	1	no desc	no outline	http://www.chuanke.com/1827213-130043.html	instruction	1	
腾叔留学课堂之英国留学系列	0.00	智课网		学校信用： 学生满意度：99.94% 学生数：3200 课程数：38 收藏数：49 建校日期：2014-08-28 校长：智课网	No category path	http://web.img.chuanke.com/course/2014-11/14/62b7f676827e09db68d9adfc6060f98a.jpg	No video length	No start date	2015年12月31日	No video length	4课时	15天	no 3rd platform	http://www.chuanke.com/s1985579.html	智课网	no type	100%	150	184	no desc	no outline	http://www.chuanke.com/1985579-117097.html	instruction	184	
【创业预备课】如何有效促销系列课-加入白银会员免费看	39.00	百点学苑		学校信用： 学生满意度：99.90% 学生数：22109 课程数：42 收藏数：200 建校日期：2012-05-25 校长：俞炳呈	No category path	http://web.img.chuanke.com/course/2014-08/29/aac983a3881ed1a0a8af10bf6910a90a.jpg	No video length	No start date	2016年11月21日	No video length	10课时	15天	no 3rd platform	http://www.chuanke.com/s1019545.html	百点学苑	no type	100%	72	184	no desc	no outline	http://www.chuanke.com/1019545-94648.html	instruction	184	
1对1代码指导：S1	500.00	CV-MATH课堂		学校信用： 学生满意度：100.00% 学生数：224 课程数：17 收藏数：34 建校日期：2014-12-22 校长：老将	No category path	http://web.img.chuanke.com/course/2015-03/29/582e2639c4e75054fa2f37d7d7079813.jpg	No video length	No start date	2019年3月5日	No video length	5课时	15天	no 3rd platform	http://www.chuanke.com/s2821090.html	CV-MATH课堂	no type	0%	0	5	no desc	no outline	http://www.chuanke.com/2821090-130900.html	instruction	5	
《多线程编程技术详解》	240.00	VC知识库视频大讲坛		学校信用： 学生满意度：99.87% 学生数：2529 课程数：34 收藏数：66 建校日期：2013-03-22 校长：VC知识库	No category path	http://web.img.chuanke.com/course/2014-12/24/b0622bcb242d0c582883a5504ea20098.jpg	No video length	No start date	2015年12月24日	No video length	6课时	15天	no 3rd platform	http://www.chuanke.com/s1265063.html	VC知识库视频大讲坛	no type	0%	0	1	no desc	no outline	http://www.chuanke.com/1265063-123258.html	instruction	1	
二级建造师考试高频考点解读	0.00	考试吧[度]		学校信用： 学生满意度：99.96% 学生数：5388 课程数：20 收藏数：10 建校日期：2014-08-28 校长：考试吧	No category path	http://web.img.chuanke.com/dxt/./1409173623_33255.jpeg	No video length	No start date	2017年8月27日	No video length	5课时	15天	no 3rd platform	http://www.chuanke.com/s1821808.html	考试吧[度]	no type	100%	236	297	no desc	no outline	http://www.chuanke.com/1821808-108810.html	instruction	297	
风云网络终身VIP-与梦想并肩飞翔	1000.00	风云网络		学校信用： 学生满意度：99.70% 学生数：1445 课程数：2 收藏数：47 建校日期：2014-02-12 校长：风云网络	No category path	http://web.img.chuanke.com/course/2014-04/30/a62ad20997c8d66946b8c6b90596a545.jpg	No video length	No start date	2019年3月11日	No video length	100课时	15天	no 3rd platform	http://www.chuanke.com/s1420253.html	风云网络	no type	0%	0	5	no desc	no outline	http://www.chuanke.com/1420253-98128.html	instruction	5	
大连3DMAX培训大连迪派电脑学校-大连3DMAX在线教育	0.00	大连迪派电脑学校		学校信用： 学生满意度：100.00% 学生数：70 课程数：5 收藏数：2 建校日期：2014-11-18 校长：王老师	No category path	http://web.img.chuanke.com/course/2014-11/26/727e350b127bf23b4dceac1390345b29.jpg	No video length	No start date	2019年11月26日	No video length	100课时	15天	no 3rd platform	http://www.chuanke.com/s2524749.html	大连迪派电脑学校	no type	100%	14	15	no desc	no outline	http://www.chuanke.com/2524749-118269.html	instruction	15	
中考【英】语法	0.00	高思教育[度]		学校信用： 学生满意度：99.94% 学生数：21551 课程数：125 收藏数：179 建校日期：2014-08-28 校长：高思教育	No category path	http://web.img.chuanke.com/dxt/./1409173593_17960.jpeg	No video length	No start date	2017年8月27日	No video length	2课时	15天	no 3rd platform	http://www.chuanke.com/s1841516.html	高思教育[度]	no type	99.47%	187	303	no desc	no outline	http://www.chuanke.com/1841516-109174.html	instruction	303	
职场必备- 如何做好PPT？ @我爱PPT (全新更新）	99.00	进步商学院		学校信用： 学生满意度：99.50% 学生数：3256 课程数：2 收藏数：74 建校日期：2014-12-22 校长：进步君 客服：在线咨询	No category path	http://web.img.chuanke.com/course/2015-01/13/8612115bc535ddbe085e48364f1fadff.jpg	No video length	No start date	2020年1月19日	No video length	48课时	15天	no 3rd platform	http://www.chuanke.com/s2926931.html	进步商学院	no type	99.82%	564	1533	no desc	no outline	http://www.chuanke.com/2926931-125395.html	instruction	1533	
数字世界的揭秘——oasis papayon广告花絮	0.00	汇众教育		学校信用： 学生满意度：99.98% 学生数：7071 课程数：48 收藏数：69 建校日期：2014-11-28 校长：汇众-闫老师 客服：在线咨询	No category path	http://web.img.chuanke.com/course/2014-12/09/34f9d976570dd15526461757ad871de6.jpg	No video length	No start date	2015年6月1日	No video length	1课时	15天	no 3rd platform	http://www.chuanke.com/s2209515.html	汇众教育	no type	100%	11	11	no desc	no outline	http://www.chuanke.com/2209515-119011.html	instruction	11	
UG4.0产品设计之大众车标	0.00	中磊教育[度]		学校信用： 学生满意度：99.89% 学生数：3960 课程数：35 收藏数：33 建校日期：2014-08-28 校长：中磊教育	No category path	http://web.img.chuanke.com/course/2015-02/03/9cfb63269a63c28b8a9ffd7bf9b67787.jpg	No video length	No start date	2020年2月1日	No video length	4课时	15天	no 3rd platform	http://www.chuanke.com/s1987901.html	中磊教育[度]	no type	100%	10	11	no desc	no outline	http://www.chuanke.com/1987901-128334.html	instruction	11	
苹果2015新产品发布会	0.00	极客学院		学校信用： 学生满意度：99.95% 学生数：40331 课程数：25 收藏数：651 建校日期：2014-02-20 校长：极客学院 客服：在线咨询	No category path	http://web.img.chuanke.com/course/2015-03/10/0b7fd2164b39103f0c2ba2ba1d7ae6a2.jpg	No video length	No start date	2017年3月10日	No video length	4课时	15天	no 3rd platform	http://www.chuanke.com/s1432070.html	极客学院	no type	99.41%	1195	1902	no desc	no outline	http://www.chuanke.com/1432070-131372.html	instruction	1902	
2016届考研英语基础班-词汇	89.00	海文考研		学校信用： 学生满意度：99.92% 学生数：8640 课程数：44 收藏数：55 建校日期：2014-05-29 校长：万学海文考研	No category path	http://web.img.chuanke.com/course/2015-01/30/472c269361ef44ade837a85482b7d657.jpg	No video length	No start date	2015年12月31日	No video length	6课时	15天	no 3rd platform	http://www.chuanke.com/s1752112.html	海文考研	no type	100%	2	2	no desc	no outline	http://www.chuanke.com/1752112-123378.html	instruction	2	
如何掌握maya动画三要素	0.00	奇迹曼特数字艺术网校[度]		学校信用： 学生满意度：100.00% 学生数：648 课程数：10 收藏数：5 建校日期：2014-08-28 校长：奇迹曼特数字艺术网校	No category path	http://web.img.chuanke.com/course/2014-12/29/207b47469ad6c539f6e766dca473e56e.jpg	No video length	No start date	2016年11月29日	No video length	1课时	500天	no 3rd platform	http://www.chuanke.com/s1861299.html	奇迹曼特数字艺术网校[度]	no type	100%	7	11	no desc	no outline	http://www.chuanke.com/1861299-123891.html	instruction	11	
ASP.NET开发工程师案例-在线音乐平台	34.00	软酷网		学校信用： 学生满意度：99.87% 学生数：22773 课程数：75 收藏数：159 建校日期：2014-08-28 校长：软酷网 客服：在线咨询	No category path	http://web.img.chuanke.com/course/2014-10/14/6eae7f8ed5f3178ab45aeac3fa62b843.jpg	No video length	No start date	2016年10月28日	No video length	17课时	15天	no 3rd platform	http://www.chuanke.com/s1983691.html	软酷网	no type	100%	2	7	no desc	no outline	http://www.chuanke.com/1983691-113986.html	instruction	7	
三小时搞定普通话考级梦	25.00	空中学堂[度]		学校信用： 学生满意度：99.86% 学生数：1262 课程数：22 收藏数：10 建校日期：2014-08-28 校长：空中学堂	No category path	http://web.img.chuanke.com/course/2014-09/26/8c8fa99d1e70cd03552c843d51930f13.jpg	No video length	No start date	2017年8月27日	No video length	3课时	15天	no 3rd platform	http://www.chuanke.com/s1813103.html	空中学堂[度]	no type	99.17%	120	158	no desc	no outline	http://www.chuanke.com/1813103-107046.html	instruction	158	
Swift快速进行iOS开发第一季	0.00	千锋教育[度]		学校信用： 学生满意度：99.96% 学生数：13254 课程数：17 收藏数：108 建校日期：2014-08-28 校长：千锋教育	No category path	http://web.img.chuanke.com/dxt/./1409173728_39359.jpeg	No video length	No start date	2017年8月27日	No video length	18课时	15天	no 3rd platform	http://www.chuanke.com/s1937768.html	千锋教育[度]	no type	100%	1187	1433	no desc	no outline	http://www.chuanke.com/1937768-106294.html	instruction	1433	
数字世界的秘密——电影《想飞》花絮	0.00	汇众教育		学校信用： 学生满意度：99.98% 学生数：7071 课程数：48 收藏数：69 建校日期：2014-11-28 校长：汇众-闫老师 客服：在线咨询	No category path	http://web.img.chuanke.com/course/2014-12/09/55525ec5995da646a54cc41578183c97.jpg	No video length	No start date	2015年6月1日	No video length	1课时	15天	no 3rd platform	http://www.chuanke.com/s2209515.html	汇众教育	no type	100%	9	11	no desc	no outline	http://www.chuanke.com/2209515-119770.html	instruction	11	
UG装配下的简单爆炸图	0.00	天微课堂		学校信用： 学生满意度：100.00% 学生数：186 课程数：5 收藏数：2 建校日期：2014-12-05 校长：天微微米	No category path	http://web.img.chuanke.com/course/2014-12/27/b2c47b8ca643ea13bb084646813b14e4.jpg	No video length	No start date	2015年12月31日	No video length	10课时	15天	no 3rd platform	http://www.chuanke.com/s2435006.html	天微课堂	no type	100%	11	15	no desc	no outline	http://www.chuanke.com/2435006-123683.html	instruction	15	
Android开发视频教程-第3季	0.00	千锋教育[度]		学校信用： 学生满意度：99.96% 学生数：13254 课程数：17 收藏数：108 建校日期：2014-08-28 校长：千锋教育	No category path	http://web.img.chuanke.com/dxt/./1409173697_33807.jpeg	No video length	No start date	2017年8月27日	No video length	50课时	15天	no 3rd platform	http://www.chuanke.com/s1937768.html	千锋教育[度]	no type	100%	1335	1708	no desc	no outline	http://www.chuanke.com/1937768-107929.html	instruction	1708	
美国幼儿宝宝亲子游戏0-8个月早教视频教程 免费观看	0.00	天下网校		学校信用： 学生满意度：99.88% 学生数：35868 课程数：75 收藏数：322 建校日期：2014-08-28 校长：天下网校	No category path	http://web.img.chuanke.com/course/2014-09/24/862d18d5fb2f216ba4ade3e947d2b668.jpg	No video length	No start date	2015年9月3日	No video length	6课时	15天	no 3rd platform	http://www.chuanke.com/s1942485.html	天下网校	no type	99.86%	724	821	no desc	no outline	http://www.chuanke.com/1942485-110439.html	instruction	821	
ps教程-ps视频教程-ps教程学	0.00	oeasy[度]		学校信用： 学生满意度：99.98% 学生数：79348 课程数：17 收藏数：291 建校日期：2014-08-28 校长：oeasy	No category path	http://web.img.chuanke.com/dxt/./1409173677_55492.jpeg	No video length	No start date	2017年8月27日	No video length	1课时	15天	no 3rd platform	http://www.chuanke.com/s1937931.html	oeasy[度]	no type	99.97%	10776	12593	no desc	no outline	http://www.chuanke.com/1937931-107347.html	instruction	12593	
数字世界的秘密——NBA2K15面部扫描	0.00	汇众教育		学校信用： 学生满意度：99.98% 学生数：7071 课程数：48 收藏数：69 建校日期：2014-11-28 校长：汇众-闫老师 客服：在线咨询	No category path	http://web.img.chuanke.com/course/2014-12/09/f61e066f776a15fa68470d9958d57475.jpg	No video length	No start date	2015年6月1日	No video length	1课时	15天	no 3rd platform	http://www.chuanke.com/s2209515.html	汇众教育	no type	100%	10	11	no desc	no outline	http://www.chuanke.com/2209515-119687.html	instruction	11	
ui界面培训 ---ui视频 手机ui视频 ui教程 火星人教育 第一章	0.00	火星人教育		学校信用： 学生满意度：99.86% 学生数：656 课程数：68 收藏数：5 建校日期：2014-12-23 校长：火星人学院	No category path	http://web.img.chuanke.com/course/2015-03/04/820d168538c73a14270ddb21304a90b0.jpg	No video length	No start date	2019年12月31日	No video length	20课时	15天	no 3rd platform	http://www.chuanke.com/s1854467.html	火星人教育	no type	100%	6	11	no desc	no outline	http://www.chuanke.com/1854467-130751.html	instruction	11	
ios开发教程《OC语言》13版	0.00	千锋教育[度]		学校信用： 学生满意度：99.96% 学生数：13254 课程数：17 收藏数：108 建校日期：2014-08-28 校长：千锋教育	No category path	http://web.img.chuanke.com/dxt/./1409173653_24040.jpeg	No video length	No start date	2017年8月27日	No video length	24课时	15天	no 3rd platform	http://www.chuanke.com/s1937768.html	千锋教育[度]	no type	100%	725	879	no desc	no outline	http://www.chuanke.com/1937768-107800.html	instruction	879	
